passenger_id,household_income,college_saving,retirement_contribution_strategy,assets_retirement_pct_invested,assets_retirement,client_employment_status,housing_situation,saving_emergency_fund_months,assets_liquid,housing_transaction_timing,mortgage_type,life_insurance,mortgage_term,mortgage_rate,estate_plan,rent_monthly,client_age,sentiment_finances,divorce,education,employer_sponsored,has_children,has_dependent_relatives,has_partner,healthcare,lower_monthly_payment,managing_credit_score,moving,new_child
196788,357066.32,,I max out and save some extra outside my Employer Plan / IRA,,"Less than $10,000",Own a business,Rent,1 month or less,"Less than $5,000",As soon as I can,,"Yes, my own",,,No,344,42.68,73.8,0,0,1,0,0,1,0,,0,,0
44419,275000.0,,I max out and save some extra outside my Employer Plan / IRA,,"Less than $10,000",Own a business,Own my home with a mortgage,2-3 months,"$10,000-$20,000",,,"Yes, my own",,,No,,48.0,64.2,0,0,0,0,0,1,0,,,0,0
141021,147000.0,,I max out and save some extra outside my Employer Plan / IRA,,"More than $500,000",Own a business,Own my home outright,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,68.62,120.0,0,0,0,0,0,1,0,,,0,0
34349,210000.0,,I max out and save some extra outside my Employer Plan / IRA,,"$100,000-$250,000",Own a business,Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, my own",,,No,,50.5,67.8,0,0,0,0,0,1,0,,,0,0
189262,309000.0,,I max out and save some extra outside my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,Yes,,43.2,87.3,0,1,1,0,0,1,0,,,0,0
18470,48790.0,"No, but I'd like to someday",I max out and save some extra outside my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,57.78,53.4,1,1,1,1,0,0,1,,,1,0
60681,332800.0,,I max out and save some extra outside my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,30.8,81.0,0,0,1,0,0,1,0,,,0,0
175831,81000.0,"No, I haven't really thought about it",I max out and save some extra outside my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,4.0% - 4.49%,No,,36.4,120.0,1,1,1,1,0,0,0,1,,,1
192747,399678.36,,I max out and save some extra outside my Employer Plan / IRA,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$10,000-$20,000",,Fixed rate mortgage,"Yes, my own",15-year fixed rate,4.5% - 4.99%,No,,28.38,108.0,0,0,1,0,0,0,0,0,,,0
16399,186750.0,,I max out and save some extra outside my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,63.6,117.6,0,1,1,0,0,1,0,,,0,0
103099,71940.0,,I max out and save some extra outside my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Rent,More than 6 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,28.25,57.6,0,0,1,0,0,0,0,,,1,0
33747,288000.0,,I max out and save some extra outside my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,No,,54.6,0.0,0,0,1,0,0,1,0,,,0,0
44689,63000.0,,I max out and save some extra outside my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Rent,More than 6 months,"More than $100,000",As soon as I can,,"Yes, through my work",,,No,35,44.0,98.4,0,0,0,0,0,0,0,,1,,0
84048,101000.0,Not applicable,I max out and save some extra outside my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home outright,More than 6 months,"$50,000-$100,000",,,"Yes, my own",,,Yes,,62.54,59.4,0,0,1,1,1,1,1,,,0,0
197639,190000.0,,I max out and save some extra outside my Employer Plan / IRA,,"$100,000-$250,000",Homemaker / Caregiver,Own my home with a mortgage,4-6 months,"$20,000-$50,000",,,No / Not sure,,,No,,26.6,0.0,0,0,1,0,0,0,1,,,1,0
90929,90900.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,,"$5,000-$10,000",,,No / Not sure,,,Not sure,,40.92,48.6,0,0,1,0,0,1,,,,0,0
167556,255000.0,,I save enough to get my employer match,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,42.18,55.2,0,0,1,0,0,0,0,,,0,0
34386,106200.0,Not applicable,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,1 month or less,I don't have any savings,,,No / Not sure,,,No,,44.62,33.3,0,0,1,1,0,1,0,,,0,0
13119,24975.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,4-6 months,"Less than $5,000",,,"Yes, through my work",,,No,,57.82,63.6,0,0,1,0,0,1,0,,,0,0
74854,184000.0,,I save enough to get my employer match,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"More than $100,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,Under 3.5%,No,,58.8,48.6,0,0,1,0,0,0,0,1,,,0
96088,49680.0,,I save enough to get my employer match,,,Employed (full or part time),Other,,,,,"Yes, through my work",,,Not sure,,51.85,51.6,0,0,,0,0,1,,,,1,0
55612,149.5,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"$50,000-$100,000",,,"Yes, through my work",,,Yes,,49.92,48.0,0,0,1,0,0,1,0,,,1,0
93607,32400.0,"No, but I'd like to someday",I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$10,000-$20,000",,,No / Not sure,,,No,,42.0,102.0,0,0,1,1,0,1,0,,,0,0
60127,33200.0,"No, but I'd like to someday",I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,4-6 months,"$5,000-$10,000",As soon as I can,,"Yes, through my work",,,No,805,26.88,58.8,0,1,1,1,0,1,0,,1,,0
67108,41500.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,Fixed rate mortgage,No / Not sure,30-year fixed rate,4.0% - 4.49%,Not sure,,48.72,121.2,0,0,1,0,0,0,0,1,,,0
77723,80910.0,"No, but I'd like to someday",I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Rent,4-6 months,"$10,000-$20,000",,,No / Not sure,,,Yes,,39.59,98.4,0,0,0,0,0,1,0,,,0,0
129398,443019.66,,I save enough to get my employer match,,"$20,000-$50,000",Own a business,Rent,2-3 months,"$5,000-$10,000",Within the next 6 months,,"Yes, my own",,,Yes,3333,31.68,57.6,0,0,1,0,0,1,0,,0,,0
52491,59340.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,4-6 months,"$20,000-$50,000",Within the next year,,No / Not sure,,,No,700,28.84,94.5,0,0,1,0,0,0,0,,0,,0
202696,86000.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$5,000-$10,000",,,"Yes, my own",,,Not sure,,26.66,61.2,0,0,1,0,0,1,0,,,0,1
67111,4368.0,Not applicable,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",,,No / Not sure,,,Not sure,,34.83,51.0,0,0,0,1,0,1,,,,0,0
200670,163500.0,"Yes, but not in an ESA",I save enough to get my employer match,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,35.35,90.0,0,0,1,1,0,1,0,,,1,0
154300,75650.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"Less than $5,000",,Adjustable rate mortgage,"Yes, through my work",I don't know my term,Under 3.5%,No,,56.0,69.6,0,0,1,0,0,1,0,0,,,0
70754,47200.0,,I save enough to get my employer match,,"$50,000-$100,000",Not working / Other,Own my home with a mortgage,I don't have any savings,"$50,000-$100,000",,,No / Not sure,,,No,,62.54,66.0,0,0,1,0,0,0,0,,,0,0
47489,47192.0,"Yes, but not in an ESA",I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,"Yes, my own",,,No,,34.3,52.2,0,0,1,1,0,1,0,,,0,0
71613,74665.92,,I save enough to get my employer match,,"$20,000-$50,000",Own a business,Own my home with a mortgage,4-6 months,"$10,000-$20,000",,Adjustable rate mortgage,"Yes, my own",3/1 ARM,3.5% - 3.99%,No,,47.3,53.4,0,0,0,1,0,0,0,0,,,0
187496,93500.0,"Yes, but not in an ESA",I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,4-6 months,"Less than $5,000",Within the next 2 years,,No / Not sure,,,No,800,40.28,69.6,0,0,1,1,0,1,0,,1,,0
193132,113400.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,23.78,58.8,0,0,1,0,0,1,0,,,0,0
157900,67200.0,Not applicable,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$10,000-$20,000",,,"Yes, my own",,,Yes,,40.92,52.2,0,0,1,1,0,1,0,,,0,0
115119,79200.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Other,1 month or less,"Less than $5,000",,,"Yes, through my work",,,Yes,,36.52,30.9,1,1,1,0,0,1,1,,,0,0
9187,199800.0,,I save enough to get my employer match,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,51.5,58.2,0,0,1,0,0,1,0,,,0,0
136939,105300.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,Fixed rate mortgage,No / Not sure,30-year fixed rate,5.0% or higher,Yes,,49.5,0.0,0,0,1,0,0,1,0,1,,,0
195444,77000.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, through my work",,,Yes,,53.46,54.6,0,0,0,0,0,1,0,,,0,0
11540,21780.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,34.51,35.7,0,0,1,0,0,0,0,,,0,0
148337,92551.2,"No, but I'd like to someday",I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,41.83,116.4,0,1,1,1,0,0,1,,,0,0
8584,68400.0,"No, but I'd like to someday",I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,44.65,85.5,0,0,1,1,0,1,1,,,0,0
172837,102960.0,"No, but I'd like to someday",I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,32.1,51.6,0,0,1,1,0,1,0,,,0,0
104242,41500.0,"No, but I'd like to someday",I save enough to get my employer match,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,,"Yes, through my work",,,No,,51.17,0.0,0,0,1,1,0,0,0,,,0,0
108930,31150.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,30.68,0.0,0,0,1,0,0,1,0,,,1,0
91801,34200.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home outright,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,Yes,,71.28,135.6,0,0,1,0,0,0,0,,,1,0
144668,135720.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,35.84,99.0,0,0,1,0,0,0,0,,,0,0
167551,166500.0,"No, I haven't really thought about it",I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,2-3 months,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,38.0,107.1,0,1,1,1,0,1,0,,,0,0
19736,1456.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,,"Yes, through my work",,,No,,46.98,60.0,0,0,1,0,0,1,1,,,0,0
79388,52200.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,I don't have any savings,"$10,000-$20,000",,,No / Not sure,,,Not sure,,43.24,60.0,0,0,1,0,0,1,0,,,1,0
35018,35200.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,4-6 months,I don't have any savings,Within the next year,,"Yes, my own",,,No,1125,38.52,48.6,0,0,1,0,0,1,0,,1,,0
162802,57750.0,Not applicable,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,I don't have any savings,"Less than $5,000",,,No / Not sure,,,No,,70.15,31.5,0,0,1,1,1,0,0,,,1,0
54970,435000.0,"No, but I'd like to someday",I save enough to get my employer match,,"$20,000-$50,000",Own a business,Own my home with a mortgage,More than 6 months,"$5,000-$10,000",,,No / Not sure,,,No,,46.8,0.0,0,0,0,1,0,1,0,,,1,0
185595,149500.0,,I save enough to get my employer match,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$10,000-$20,000",,,"Yes, my own",,,Yes,,58.65,80.1,0,0,1,0,0,0,0,,,0,0
172845,199500.0,"No, but I'd like to someday",I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,39.39,51.0,0,0,1,1,0,1,0,,,0,0
56282,29100.0,,I save enough to get my employer match,,"More than $500,000",Not working / Other,Own my home with a mortgage,More than 6 months,"More than $100,000",,,No / Not sure,,,No,,66.15,64.2,0,0,0,0,0,0,1,,,1,0
178654,120000.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Rent,4-6 months,"$20,000-$50,000",,,"Yes, my own",,,Yes,,35.7,51.6,0,0,1,0,0,0,0,,,1,0
141779,62400.0,"No, but I'd like to someday",I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,I don't have any savings,I don't have any savings,,,"Yes, my own",,,No,,39.56,0.0,0,0,1,1,0,1,0,,,0,0
144308,90900.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,I don't have any savings,"Less than $5,000",,,"Yes, through my work",,,No,,51.04,61.8,0,0,1,0,0,1,0,,,0,0
3666,150800.0,"No, but I'd like to someday",I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,26.35,52.8,0,0,1,1,0,1,0,,,1,0
100097,423750.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,30.03,110.4,0,0,1,0,0,1,0,,,0,0
14552,82450.0,"No, I haven't really thought about it",I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,48.48,0.0,0,0,1,1,0,1,0,,,0,0
203330,34300.0,"Yes, but not in an ESA",I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,,"Less than $5,000",,,"Yes, my own",,,No,,42.48,49.2,0,0,0,1,0,1,,,,1,0
51957,148500.0,,I save enough to get my employer match,,"$250,000-$500,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,"Yes, my own",,,No,,54.72,70.8,0,0,1,0,0,1,0,,,0,0
94077,39088.0,"Yes, but not in an ESA",I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Live rent-free,4-6 months,"Less than $5,000",,,"Yes, through my work",,,No,,27.6,64.8,0,0,1,1,0,0,1,,,0,0
93834,111100.0,Not applicable,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,,"Yes, through my work",,,No,,71.98,0.0,0,1,1,1,1,0,1,,,0,0
66050,220000.0,"Yes, but not in an ESA",I save enough to get my employer match,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,,"$20,000-$50,000",,,"Yes, through my work",,,No,,49.98,66.0,0,0,1,1,0,1,,,,1,0
139770,55395.45,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Rent,2-3 months,"$10,000-$20,000",,,No / Not sure,,,No,,45.24,0.0,0,0,1,0,0,0,0,,,0,0
151203,182000.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$20,000-$50,000",,,"Yes, through my work",,,Yes,,39.6,55.8,0,0,0,0,0,1,0,,,0,0
27553,104400.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,No,,29.25,72.0,0,0,1,0,0,0,0,,,0,0
138393,111800.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,22.4,53.4,0,1,1,0,0,1,0,,,0,0
56250,41810.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,49.4,61.8,0,0,1,0,0,1,0,,,0,0
